drug,final_growth,phenotype,ESS 3-10,RSS 26-1,Wildtype
smex.A.0.5mM,6.95447611602112,Bleached,9.56528217435658,NA,NA
smex.A.0.5mM,18.5284300328583,Bleached,NA,NA,16.0870814761684
smex.A.0.5mM,21.1368199360224,Bleached,NA,NA,12.4897255269902
smex.A.0.5mM,21.423526678341,Bleached,NA,NA,20.0852892663829
smex.A.0.5mM,22.2864085067035,Green,NA,NA,15.7016100847674
smex.A.0.5mM,22.9276631041312,Green,NA,NA,14.9076466986564
smex.A.0.5mM,23.58780491482,Green,NA,NA,13.3013932959519
smex.A.0.5mM,24.1911619615454,Bleached,NA,NA,13.7821554347797
smex.A.0.5mM,25.3816877231092,Green,NA,NA,17.9616915488444
smex.A.0.5mM,25.9593820780984,Bleached,NA,NA,17.4035731051965
smex.A.0.5mM,26.1669077304683,Green,NA,NA,13.1983804374708
smex.A.0.5mM,27.3611469880637,Green,NA,NA,13.5352685355513
smex.A.0.5mM,27.9168509202636,Bleached,NA,NA,12.1318129998708
smex.A.0.5mM,27.9838713447749,Green,NA,NA,7.07699730296003
smex.A.0.5mM,28.0634343225792,Bleached,NA,NA,17.2694530277586
smex.A.0.5mM,28.1856311754677,Green,NA,NA,18.9645837693793
smex.A.0.5mM,28.4974060700561,Bleached,NA,NA,13.810602712303
smex.A.0.5mM,28.5475941391702,Green,NA,NA,13.146509284484
smex.A.0.5mM,28.9700006346733,Bleached,NA,NA,17.8531866179284
smex.A.0.5mM,28.9955942489719,Green,NA,NA,15.770302139849
smex.A.0.5mM,29.2161936225984,Bleached,NA,NA,17.9493696838158
smex.A.0.5mM,29.4580383748615,Bleached,NA,NA,13.81379436261
smex.A.0.5mM,29.5956824964192,Bleached,NA,NA,14.9957722140726
smex.A.0.5mM,30.3001500813528,Bleached,NA,NA,20.0457243700823
smex.A.0.5mM,30.5058655299118,Green,NA,NA,16.4620659205517
smex.A.0.5mM,30.528902858781,Green,NA,NA,6.7149071025115
smex.A.0.5mM,30.7818585597482,Green,NA,NA,12.8694105419241
smex.A.0.5mM,31.074348316235,Green,NA,NA,21.3926955738713
smex.A.0.5mM,32.3129845526333,Green,NA,NA,14.8630862130781
smex.A.0.5mM,34.2135788550604,Green,NA,NA,17.6941127591137
smex.A.0.5mM,34.2568464708563,Green,NA,NA,8.33793413476449
smex.A.0.5mM,34.3318639828162,Bleached,NA,NA,17.8587771059576
smex.A.0.5mM,34.585300563828,Bleached,NA,NA,17.7597300366475
smex.A.0.5mM,34.8804800251037,Green,NA,NA,11.3777956023628
smex.A.0.5mM,35.3349355292308,Bleached,NA,NA,14.5493759761049
smex.A.0.5mM,35.3750449399431,Bleached,NA,NA,12.9123742216025
smex.A.0.5mM,35.8435794556087,Bleached,NA,NA,12.7071828197689
smex.A.0.5mM,35.8586649715499,Green,NA,NA,10.9473965823462
smex.A.0.5mM,36.0741545969757,Bleached,NA,NA,17.5725909867146
smex.A.0.5mM,40.4953182329845,Green,NA,NA,14.52899214809
smex.A.0.5mM,43.3141359077693,Bleached,NA,NA,11.9047291754973
smex.A.0.5mM,52.1840778789021,Green,NA,27.779488708731,NA
smex.A.0.5mM,53.0810892192505,Green,NA,34.7156545192733,NA
smex.A.0.5mM,53.8139344562595,Green,NA,32.0102939018495,NA
smex.A.0.5mM,55.8973517779039,Green,NA,29.7447087314527,NA
smex.A.0.5mM,56.0445007348696,Green,NA,33.0196671150929,NA
smex.A.0.5mM,56.4453988654294,Green,NA,31.6763235802174,NA
smex.A.0.5mM,56.8050572441307,Green,NA,32.8102571642491,NA
smex.A.0.5mM,56.9824766472644,Green,NA,28.7893421887773,NA
smex.A.0.5mM,57.0690295831954,Bleached,NA,27.6204058292075,NA
smex.A.0.5mM,57.9364040836859,Green,NA,29.0113518590593,NA
smex.A.0.5mM,58.1066570034603,Bleached,NA,31.2624044138435,NA
smex.A.0.5mM,58.3622559685103,Green,NA,31.3967108274418,NA
smex.A.0.5mM,58.5174052030806,Bleached,NA,29.6696462056803,NA
smex.A.0.5mM,58.5660407485739,Green,NA,27.5730923493167,NA
smex.A.0.5mM,59.5012087926775,Green,NA,30.8437255320023,NA
smex.A.0.5mM,59.5956422867086,Green,NA,29.0776361006086,NA
smex.A.0.5mM,59.6922917750649,Bleached,NA,31.0735170577177,NA
smex.A.0.5mM,59.7468826537513,Bleached,NA,29.9373939920682,NA
smex.A.0.5mM,60.35944853486,Green,NA,31.7009482458379,NA
smex.A.0.5mM,60.6610416294679,Green,NA,30.0788826015433,NA
smex.A.0.5mM,60.8105904338369,Green,NA,30.0734523663757,NA
smex.A.0.5mM,60.8163486332699,Green,NA,30.3922089091252,NA
smex.A.0.5mM,61.4589735927012,Green,NA,29.952685295608,NA
smex.A.0.5mM,61.4622514733736,Green,NA,30.6822040399599,NA
smex.A.0.5mM,61.779592888064,Green,NA,30.6459116233688,NA
smex.A.0.5mM,61.8543007598986,Bleached,NA,27.7672788278466,NA
smex.A.0.5mM,62.0100178313687,Bleached,NA,29.2896904320786,NA
smex.A.0.5mM,62.0288194139806,Green,NA,30.0575684530191,NA
smex.A.0.5mM,62.1033450364904,Green,NA,30.1354441563151,NA
smex.A.0.5mM,62.2488770937909,Green,NA,33.8698794405544,NA
smex.A.0.5mM,62.5844125406559,Bleached,NA,31.9389204760222,NA
smex.A.0.5mM,62.7647550003808,Green,NA,29.6963209146621,NA
smex.A.0.5mM,62.9313901494896,Green,NA,29.9468797373292,NA
smex.A.0.5mM,63.7471891180239,Green,NA,30.2475640923338,NA
smex.A.0.5mM,64.1497757269303,Green,NA,25.5155678000918,NA
smex.A.0.5mM,64.5209504095594,Bleached,NA,29.7688606506971,NA
smex.A.0.5mM,64.6395066721115,Green,NA,30.7972520421558,NA
smex.A.0.5mM,64.8366252171793,Bleached,NA,26.4728120896738,NA
smex.A.0.5mM,64.9282667727193,Green,NA,34.028548350391,NA
smex.A.0.5mM,65.2490194116012,Green,NA,30.8380170961167,NA
smex.A.3mM,1.21496059021943,Bleached,1.14357407751718,NA,NA
smex.A.3mM,1.88726560815995,Green,1.13748929708709,NA,NA
smex.A.3mM,2.26445742714909,Bleached,1.20952769292062,NA,NA
smex.A.3mM,2.39179424759951,Bleached,1.16130710194048,NA,NA
smex.A.3mM,2.49461179448912,Bleached,1.3248892563112,NA,NA
smex.A.3mM,2.5221513386031,Green,1.11338288880732,NA,NA
smex.A.3mM,2.85577999476448,Bleached,1.53023293512775,NA,NA
smex.A.3mM,2.8855391923731,Bleached,0.951167116088755,NA,NA
smex.A.3mM,3.01333594043189,Bleached,1.22472350718448,NA,NA
smex.A.3mM,3.16851306477822,Green,0.946283699260293,NA,NA
smex.A.3mM,3.26954517181188,Bleached,1.2414526055442,NA,NA
smex.A.3mM,3.28134249158378,Bleached,0.725773791033016,NA,NA
smex.A.3mM,3.37686847516953,Bleached,0.948131766161177,NA,NA
smex.A.3mM,3.37692938199559,Bleached,1.26675804488552,NA,NA
smex.A.3mM,3.47087462232251,Bleached,1.34145593802264,NA,NA
smex.A.3mM,3.47537428898614,Bleached,0.966992097617013,NA,NA
smex.A.3mM,3.54785887403043,Bleached,1.04522918946701,NA,NA
smex.A.3mM,3.6213543335476,Green,0.835751855911292,NA,NA
smex.A.3mM,3.8648018045078,Green,1.25789919257353,NA,NA
smex.A.3mM,3.96107948028348,Bleached,1.42912827278419,NA,NA
smex.A.3mM,3.98072130130929,Bleached,0.918633110192211,NA,NA
smex.A.3mM,4.02219382825588,Bleached,1.0917976686185,NA,NA
smex.A.3mM,4.02609488043343,Bleached,1.3628159203615,NA,NA
smex.A.3mM,4.09384831744473,Bleached,0.967848145490971,NA,NA
smex.A.3mM,4.31505121507526,Bleached,1.70050136411565,NA,NA
smex.A.3mM,4.31757401480179,Green,1.00050547487319,NA,NA
smex.A.3mM,4.39725247709993,Bleached,1.07949861289141,NA,NA
smex.A.3mM,4.40260883754173,Bleached,1.10954918331449,NA,NA
smex.A.3mM,4.59606976376383,Bleached,0.96103096752055,NA,NA
smex.A.3mM,4.69147670346352,Bleached,0.881057115255355,NA,NA
smex.A.3mM,4.76661439630095,Bleached,1.06697346539375,NA,NA
smex.A.3mM,4.8096113163594,Bleached,0.841686130405831,NA,NA
smex.A.3mM,4.8888919570671,Bleached,0.821796271414444,NA,NA
smex.A.3mM,4.91990670934917,Green,0.828565175158828,NA,NA
smex.A.3mM,4.97922859098346,Bleached,1.03561735344705,NA,NA
smex.A.3mM,5.00893467303306,Green,0.962940103307206,NA,NA
smex.A.3mM,5.04688665767539,Bleached,1.10778610459262,NA,NA
smex.A.3mM,5.22763557421699,Green,0.947919756599724,NA,NA
smex.A.3mM,5.54733047496726,Green,NA,NA,3.78280845715808
smex.A.3mM,5.60551410477022,Green,0.954746498257474,NA,NA
smex.A.3mM,5.97577486896253,Bleached,1.08671608602957,NA,NA
smex.A.3mM,6.56439955093772,Bleached,NA,NA,6.51388203080753
smex.A.3mM,7.23346568912187,Green,NA,NA,4.6865591250909
smex.A.3mM,7.2560557087039,Green,NA,NA,2.37553047534688
smex.A.3mM,7.9299404225038,Bleached,NA,NA,3.45689051554703
smex.A.3mM,8.30777606006903,Bleached,NA,NA,8.94234371760178
smex.A.3mM,9.14981861997951,Bleached,NA,NA,8.50831119908103
smex.A.3mM,9.67463557828698,Bleached,NA,NA,5.0069619260453
smex.A.3mM,9.95474293056057,Bleached,NA,NA,2.23621505265315
smex.A.3mM,10.072226156338,Green,NA,NA,3.59049985262041
smex.A.3mM,10.0911415282066,Bleached,NA,NA,8.50505667407394
smex.A.3mM,10.2572750389191,Green,NA,NA,4.66769138247749
smex.A.3mM,10.376593542198,Bleached,NA,NA,2.61254296548298
smex.A.3mM,10.4696123773818,Bleached,NA,NA,5.05154524967306
smex.A.3mM,10.820395806575,Green,NA,NA,6.57705600014003
smex.A.3mM,10.9354494315376,Green,NA,NA,5.57694722597884
smex.A.3mM,11.1771467686388,Bleached,NA,NA,5.41985756002168
smex.A.3mM,11.1799162336762,Bleached,NA,NA,9.14699430545497
smex.A.3mM,11.4044505869569,Bleached,NA,NA,4.44524003135802
smex.A.3mM,11.4162422598608,Green,NA,NA,8.17032449145682
smex.A.3mM,11.6056797815685,Bleached,NA,NA,1.57585350242553
smex.A.3mM,12.0076322074795,Bleached,NA,NA,5.82000045949655
smex.A.3mM,12.2676530548265,Green,NA,NA,7.31937466004027
smex.A.3mM,12.2890293226311,Bleached,NA,NA,2.14280942756429
smex.A.3mM,12.8274012172841,Bleached,NA,NA,3.91926085644689
smex.A.3mM,12.9623491619922,Bleached,NA,NA,-1.019955692211
smex.A.3mM,13.0179529316987,Green,NA,NA,6.08288810123447
smex.A.3mM,13.1163965393854,Bleached,NA,NA,5.59420198227884
smex.A.3mM,13.4320900261456,Bleached,NA,NA,5.22214980153636
smex.A.3mM,13.5199178633225,Bleached,NA,NA,3.16183712766662
smex.A.3mM,13.66508656173,Green,NA,NA,7.24157804088455
smex.A.3mM,13.6953803246994,Bleached,NA,NA,5.81279991765126
smex.A.3mM,14.3872611796373,Bleached,NA,NA,-1.74498692188192
smex.A.3mM,14.8172174444964,Bleached,NA,NA,5.01254287376763
smex.A.3mM,15.450735417917,Bleached,NA,NA,8.97295404143097
smex.A.3mM,15.7296180153328,Bleached,NA,NA,5.37400904509832
smex.A.3mM,16.1300600774589,Bleached,NA,NA,3.20559668127442
smex.A.3mM,16.3362532632912,Green,NA,NA,1.38947458941538
smex.A.3mM,17.2208093862367,Green,NA,NA,6.2838669493648
smex.A.3mM,18.0670415487379,Bleached,NA,NA,4.52892029510224
smex.A.3mM,41.4970689119597,Green,NA,23.2333653120806,NA
smex.A.3mM,44.4808229007042,Bleached,NA,27.0364352746397,NA
smex.A.3mM,45.6152019742903,Green,NA,26.917909375332,NA
smex.A.3mM,45.7562328079129,Bleached,NA,23.328562693932,NA
smex.A.3mM,45.764889173175,Green,NA,25.000174497673,NA
smex.A.3mM,46.7998852788163,Green,NA,24.6003793892448,NA
smex.A.3mM,46.9139689897645,Bleached,NA,25.0514804433927,NA
smex.A.3mM,47.6073674459253,Bleached,NA,22.0579679903104,NA
smex.A.3mM,47.8204217660023,Bleached,NA,25.1851570473786,NA
smex.A.3mM,48.0646971743486,Green,NA,21.4744751489277,NA
smex.A.3mM,48.1384436080912,Green,NA,23.0676222698322,NA
smex.A.3mM,48.1670657460494,Green,NA,28.2350832180881,NA
smex.A.3mM,48.4278428025091,Green,NA,20.9365882052653,NA
smex.A.3mM,48.6941760660773,Green,NA,25.433429903303,NA
smex.A.3mM,49.1852123355962,Green,NA,26.690007957917,NA
smex.A.3mM,49.3890234143257,Green,NA,25.5395963075383,NA
smex.A.3mM,49.4092209492855,Green,NA,26.6076307952089,NA
smex.A.3mM,49.5388215199574,Bleached,NA,25.4049405992604,NA
smex.A.3mM,49.8742962954154,Green,NA,28.2710705920929,NA
smex.A.3mM,49.9712131338622,Green,NA,26.6911706482393,NA
smex.A.3mM,50.0026281132725,Bleached,NA,23.8763827152351,NA
smex.A.3mM,50.0893408435781,Green,NA,26.2619512961688,NA
smex.A.3mM,50.3668553485035,Green,NA,26.8103066039311,NA
smex.A.3mM,50.5430366981469,Green,NA,25.8944301564323,NA
smex.A.3mM,50.5885743278285,Bleached,NA,26.3564416124075,NA
smex.A.3mM,50.7115930205927,Green,NA,27.8291797628127,NA
smex.A.3mM,50.8183152411124,Green,NA,23.2338541036961,NA
smex.A.3mM,50.901697506573,Green,NA,27.5928693392259,NA
smex.A.3mM,51.0471253055111,Green,NA,28.6095933650344,NA
smex.A.3mM,51.5294376500371,Bleached,NA,28.9427150735917,NA
smex.A.3mM,52.6756577162385,Green,NA,26.9137787238926,NA
smex.A.3mM,52.7476720137835,Green,NA,24.2205949381262,NA
smex.A.3mM,53.1795790851636,Green,NA,24.1170608110176,NA
smex.A.3mM,53.2157600280531,Bleached,NA,20.5821339669582,NA
smex.A.3mM,53.4811562751128,Green,NA,23.4496119440814,NA
smex.A.3mM,53.7113527484587,Green,NA,27.2667708270427,NA
smex.A.3mM,54.3752806964778,Green,NA,26.1325109254053,NA
smex.A.3mM,54.5681289142469,Bleached,NA,20.90211020978,NA
smex.A.3mM,55.0589142889444,Bleached,NA,23.6362051325557,NA
smex.A.3mM,55.5173682310345,Bleached,NA,26.9232792727063,NA
smex.B.0.5mM,2.49491834508493,Green,10.1760058675892,NA,NA
smex.B.0.5mM,3.01845035273997,Bleached,9.72966789162562,NA,NA
smex.B.0.5mM,3.0313998974372,Bleached,9.38917702023373,NA,NA
smex.B.0.5mM,3.25355077735066,Bleached,10.0403513358011,NA,NA
smex.B.0.5mM,3.99804144679777,Bleached,9.88326066241937,NA,NA
smex.B.0.5mM,4.04373042994812,Bleached,7.52684830735513,NA,NA
smex.B.0.5mM,4.1085270081562,Green,9.98134506518901,NA,NA
smex.B.0.5mM,4.14313278962386,Bleached,11.4058679310715,NA,NA
smex.B.0.5mM,4.15094332511361,Bleached,10.8214984485278,NA,NA
smex.B.0.5mM,3,Bleached,10.9670014495925,NA,NA
smex.B.0.5mM,4.25311051170747,Green,11.5929603791664,NA,NA
smex.B.0.5mM,4.33104206177594,Bleached,10.1306540629039,NA,NA
smex.B.0.5mM,4.34070412300838,Bleached,11,NA,NA
smex.B.0.5mM,4.57915497482275,Bleached,8.9794671695253,NA,NA
smex.B.0.5mM,4.74009640709187,Bleached,10.3843254825601,NA,NA
smex.B.0.5mM,4.80414063594615,Green,11.5627467345541,NA,NA
smex.B.0.5mM,4.84361924323991,Bleached,9.26031128939663,NA,NA
smex.B.0.5mM,6,Bleached,12.7026395492642,NA,NA
smex.B.0.5mM,4.97149940689245,Bleached,10.396561896819,NA,NA
smex.B.0.5mM,5.03957411444376,Green,8.24776145226168,NA,NA
smex.B.0.5mM,5.05654690327049,Bleached,10.2443055918819,NA,NA
smex.B.0.5mM,5.05916795482559,Bleached,11.2490991202265,NA,NA
smex.B.0.5mM,5.07572822107092,Bleached,8,NA,NA
smex.B.0.5mM,5.12656682356483,Green,9.55518278869448,NA,NA
smex.B.0.5mM,4,Bleached,10.0894408744069,NA,NA
smex.B.0.5mM,5.16768800354804,Bleached,10.9758063531777,NA,NA
smex.B.0.5mM,3,Bleached,10.2248865323404,NA,NA
smex.B.0.5mM,2,Bleached,10.800019161488,NA,NA
smex.B.0.5mM,5.5786813470891,Bleached,9,NA,NA
smex.B.0.5mM,8,Green,11.3604519713079,NA,NA
smex.B.0.5mM,5.89052699198193,Bleached,10.1657083769548,NA,NA
smex.B.0.5mM,5.95258704043827,Bleached,9.4827716107339,NA,NA
smex.B.0.5mM,6.02210565855551,Green,9.34964658783667,NA,NA
smex.B.0.5mM,5,Green,9.66693922081889,NA,NA
smex.B.0.5mM,6.20435201722036,Bleached,10.3415332731997,NA,NA
smex.B.0.5mM,6.42686296959453,Green,9.3317284217797,NA,NA
smex.B.0.5mM,7,Green,12,NA,NA
smex.B.0.5mM,6.44231778134839,Green,11.2823775598253,NA,NA
smex.B.0.5mM,6.72833489935836,Bleached,11.3683729810006,NA,NA
smex.B.0.5mM,6.95447611602112,Green,9.56528217435658,NA,NA
smex.B.0.5mM,18.5284300328583,Bleached,NA,NA,16.0870814761684
smex.B.0.5mM,21.1368199360224,Bleached,NA,NA,12.4897255269902
smex.B.0.5mM,21.423526678341,Bleached,NA,NA,20.0852892663829
smex.B.0.5mM,22.2864085067035,Green,NA,NA,15.7016100847674
smex.B.0.5mM,22.9276631041312,Green,NA,NA,14.9076466986564
smex.B.0.5mM,23.58780491482,Green,NA,NA,13.3013932959519
smex.B.0.5mM,24.1911619615454,Bleached,NA,NA,13.7821554347797
smex.B.0.5mM,25.3816877231092,Green,NA,NA,17.9616915488444
smex.B.0.5mM,25.9593820780984,Bleached,NA,NA,17.4035731051965
smex.B.0.5mM,26.1669077304683,Green,NA,NA,13.1983804374708
smex.B.0.5mM,27.3611469880637,Green,NA,NA,13.5352685355513
smex.B.0.5mM,27.9168509202636,Bleached,NA,NA,12.1318129998708
smex.B.0.5mM,27.9838713447749,Green,NA,NA,7.07699730296003
smex.B.0.5mM,28.0634343225792,Bleached,NA,NA,17.2694530277586
smex.B.0.5mM,28.1856311754677,Green,NA,NA,18.9645837693793
smex.B.0.5mM,28.4974060700561,Bleached,NA,NA,13.810602712303
smex.B.0.5mM,28.5475941391702,Green,NA,NA,13.146509284484
smex.B.0.5mM,28.9700006346733,Bleached,NA,NA,17.8531866179284
smex.B.0.5mM,28.9955942489719,Green,NA,NA,15.770302139849
smex.B.0.5mM,29.2161936225984,Bleached,NA,NA,17.9493696838158
smex.B.0.5mM,29.4580383748615,Bleached,NA,NA,13.81379436261
smex.B.0.5mM,29.5956824964192,Bleached,NA,NA,14.9957722140726
smex.B.0.5mM,30.3001500813528,Bleached,NA,NA,20.0457243700823
smex.B.0.5mM,30.5058655299118,Green,NA,NA,16.4620659205517
smex.B.0.5mM,30.528902858781,Green,NA,NA,6.7149071025115
smex.B.0.5mM,33,Green,NA,NA,12.8694105419241
smex.B.0.5mM,31.074348316235,Green,NA,NA,21.3926955738713
smex.B.0.5mM,32.3129845526333,Green,NA,NA,14.8630862130781
smex.B.0.5mM,34.2135788550604,Green,NA,NA,17.6941127591137
smex.B.0.5mM,34.2568464708563,Green,NA,NA,8.33793413476449
smex.B.0.5mM,34.3318639828162,Bleached,NA,NA,17.8587771059576
smex.B.0.5mM,34.585300563828,Bleached,NA,NA,17.7597300366475
smex.B.0.5mM,34.8804800251037,Green,NA,NA,11.3777956023628
smex.B.0.5mM,35.3349355292308,Bleached,NA,NA,14.5493759761049
smex.B.0.5mM,38,Bleached,NA,NA,12.9123742216025
smex.B.0.5mM,35.8435794556087,Bleached,NA,NA,12.7071828197689
smex.B.0.5mM,35.8586649715499,Green,NA,NA,10.9473965823462
smex.B.0.5mM,36.0741545969757,Bleached,NA,NA,17.5725909867146
smex.B.0.5mM,40.4953182329845,Green,NA,NA,14.52899214809
smex.B.0.5mM,43.3141359077693,Bleached,NA,NA,11.9047291754973
smex.B.0.5mM,52.1840778789021,Green,NA,27.779488708731,NA
smex.B.0.5mM,53.0810892192505,Green,NA,34.7156545192733,NA
smex.B.0.5mM,53.8139344562595,Green,NA,32.0102939018495,NA
smex.B.0.5mM,51,Green,NA,27,NA
smex.B.0.5mM,56.0445007348696,Green,NA,33.0196671150929,NA
smex.B.0.5mM,56.4453988654294,Green,NA,31.6763235802174,NA
smex.B.0.5mM,58,Green,NA,32.8102571642491,NA
smex.B.0.5mM,56.9824766472644,Green,NA,28.7893421887773,NA
smex.B.0.5mM,57.0690295831954,Bleached,NA,27.6204058292075,NA
smex.B.0.5mM,57.9364040836859,Green,NA,29.0113518590593,NA
smex.B.0.5mM,58.1066570034603,Bleached,NA,35,NA
smex.B.0.5mM,58.3622559685103,Green,NA,31.3967108274418,NA
smex.B.0.5mM,58.5174052030806,Bleached,NA,29.6696462056803,NA
smex.B.0.5mM,59,Green,NA,27.5730923493167,NA
smex.B.0.5mM,59.5012087926775,Green,NA,30.8437255320023,NA
smex.B.0.5mM,59.5956422867086,Green,NA,29.0776361006086,NA
smex.B.0.5mM,59.6922917750649,Bleached,NA,31.0735170577177,NA
smex.B.0.5mM,59.7468826537513,Bleached,NA,29.9373939920682,NA
smex.B.0.5mM,58,Green,NA,31.7009482458379,NA
smex.B.0.5mM,60.6610416294679,Green,NA,30.0788826015433,NA
smex.B.0.5mM,60.8105904338369,Green,NA,30.0734523663757,NA
smex.B.0.5mM,60.8163486332699,Green,NA,30.3922089091252,NA
smex.B.0.5mM,61.4589735927012,Green,NA,29.952685295608,NA
smex.B.0.5mM,63,Green,NA,30.6822040399599,NA
smex.B.0.5mM,61.779592888064,Green,NA,30.6459116233688,NA
smex.B.0.5mM,61.8543007598986,Bleached,NA,27.7672788278466,NA
smex.B.0.5mM,62.0100178313687,Bleached,NA,29.2896904320786,NA
smex.B.0.5mM,62.0288194139806,Green,NA,30.0575684530191,NA
smex.B.0.5mM,62.1033450364904,Green,NA,30.1354441563151,NA
smex.B.0.5mM,62.2488770937909,Green,NA,33.8698794405544,NA
smex.B.0.5mM,62.5844125406559,Bleached,NA,31.9389204760222,NA
smex.B.0.5mM,62.7647550003808,Green,NA,29.6963209146621,NA
smex.B.0.5mM,62.9313901494896,Green,NA,29.9468797373292,NA
smex.B.0.5mM,63.7471891180239,Green,NA,30.2475640923338,NA
smex.B.0.5mM,64.1497757269303,Green,NA,25.5155678000918,NA
smex.B.0.5mM,64.5209504095594,Bleached,NA,29.7688606506971,NA
smex.B.0.5mM,64.6395066721115,Green,NA,30.7972520421558,NA
smex.B.0.5mM,64.8366252171793,Bleached,NA,26.4728120896738,NA
smex.B.0.5mM,63,Green,NA,34.028548350391,NA
smex.B.0.5mM,65.2490194116012,Green,NA,30.8380170961167,NA
smex.B.3mM,1.21496059021943,Bleached,1.14357407751718,NA,NA
smex.B.3mM,1.88726560815995,Green,1.13748929708709,NA,NA
smex.B.3mM,2.26445742714909,Bleached,1.20952769292062,NA,NA
smex.B.3mM,2.39179424759951,Bleached,1.16130710194048,NA,NA
smex.B.3mM,2.49461179448912,Bleached,1.3248892563112,NA,NA
smex.B.3mM,2.5221513386031,Green,1.11338288880732,NA,NA
smex.B.3mM,2.85577999476448,Bleached,1.53023293512775,NA,NA
smex.B.3mM,2.8855391923731,Bleached,0.951167116088755,NA,NA
smex.B.3mM,3.01333594043189,Bleached,1.22472350718448,NA,NA
smex.B.3mM,3.16851306477822,Green,0.946283699260293,NA,NA
smex.B.3mM,3.26954517181188,Bleached,1.2414526055442,NA,NA
smex.B.3mM,5,Bleached,1,NA,NA
smex.B.3mM,3.37686847516953,Bleached,0.948131766161177,NA,NA
smex.B.3mM,3.37692938199559,Bleached,1.26675804488552,NA,NA
smex.B.3mM,3.47087462232251,Bleached,1.34145593802264,NA,NA
smex.B.3mM,3.47537428898614,Bleached,0.966992097617013,NA,NA
smex.B.3mM,3,Bleached,1.04522918946701,NA,NA
smex.B.3mM,3.6213543335476,Green,0.835751855911292,NA,NA
smex.B.3mM,3.8648018045078,Green,1.25789919257353,NA,NA
smex.B.3mM,3.96107948028348,Bleached,1.42912827278419,NA,NA
smex.B.3mM,3.98072130130929,Bleached,0.918633110192211,NA,NA
smex.B.3mM,4.02219382825588,Bleached,1.0917976686185,NA,NA
smex.B.3mM,5,Bleached,1.3628159203615,NA,NA
smex.B.3mM,4.09384831744473,Bleached,0.967848145490971,NA,NA
smex.B.3mM,4.31505121507526,Bleached,1.70050136411565,NA,NA
smex.B.3mM,3,Green,1.00050547487319,NA,NA
smex.B.3mM,4.39725247709993,Bleached,1.07949861289141,NA,NA
smex.B.3mM,4.40260883754173,Bleached,1.10954918331449,NA,NA
smex.B.3mM,4.59606976376383,Bleached,0.96103096752055,NA,NA
smex.B.3mM,4.69147670346352,Bleached,0.881057115255355,NA,NA
smex.B.3mM,4.76661439630095,Bleached,1.06697346539375,NA,NA
smex.B.3mM,4.8096113163594,Bleached,0.841686130405831,NA,NA
smex.B.3mM,4.8888919570671,Bleached,0.821796271414444,NA,NA
smex.B.3mM,4.91990670934917,Green,0.828565175158828,NA,NA
smex.B.3mM,4.97922859098346,Bleached,1.03561735344705,NA,NA
smex.B.3mM,5.00893467303306,Green,0.962940103307206,NA,NA
smex.B.3mM,5.04688665767539,Bleached,1.10778610459262,NA,NA
smex.B.3mM,5.22763557421699,Green,0.947919756599724,NA,NA
smex.B.3mM,5.54733047496726,Bleached,NA,NA,3.78280845715808
smex.B.3mM,5.60551410477022,Green,0.954746498257474,NA,NA
smex.B.3mM,5.97577486896253,Bleached,1.08671608602957,NA,NA
smex.B.3mM,6.56439955093772,Green,NA,NA,6.51388203080753
smex.B.3mM,7.23346568912187,Bleached,NA,NA,4.6865591250909
smex.B.3mM,7.2560557087039,Bleached,NA,NA,2.37553047534688
smex.B.3mM,7.9299404225038,Green,NA,NA,3.45689051554703
smex.B.3mM,8.30777606006903,Bleached,NA,NA,8.94234371760178
smex.B.3mM,9.14981861997951,Green,NA,NA,8.50831119908103
smex.B.3mM,9.67463557828698,Green,NA,NA,5.0069619260453
smex.B.3mM,9.95474293056057,Green,NA,NA,2.23621505265315
smex.B.3mM,10.072226156338,Bleached,NA,NA,3.59049985262041
smex.B.3mM,10.0911415282066,Bleached,NA,NA,8.50505667407394
smex.B.3mM,10.2572750389191,Bleached,NA,NA,4.66769138247749
smex.B.3mM,10.376593542198,Green,NA,NA,2.61254296548298
smex.B.3mM,10.4696123773818,Bleached,NA,NA,5.05154524967306
smex.B.3mM,10.820395806575,Bleached,NA,NA,6.57705600014003
smex.B.3mM,10.9354494315376,Bleached,NA,NA,5.57694722597884
smex.B.3mM,11.1771467686388,Bleached,NA,NA,5.41985756002168
smex.B.3mM,11.1799162336762,Green,NA,NA,9.14699430545497
smex.B.3mM,11.4044505869569,Bleached,NA,NA,4.44524003135802
smex.B.3mM,11.4162422598608,Bleached,NA,NA,8.17032449145682
smex.B.3mM,11.6056797815685,Green,NA,NA,1.57585350242553
smex.B.3mM,12.0076322074795,Bleached,NA,NA,5.82000045949655
smex.B.3mM,12.2676530548265,Bleached,NA,NA,7.31937466004027
smex.B.3mM,12.2890293226311,Green,NA,NA,2.14280942756429
smex.B.3mM,10,Green,NA,NA,3.91926085644689
smex.B.3mM,12.9623491619922,Green,NA,NA,0.5
smex.B.3mM,13.0179529316987,Bleached,NA,NA,6.08288810123447
smex.B.3mM,13.1163965393854,Bleached,NA,NA,5.59420198227884
smex.B.3mM,13.4320900261456,Green,NA,NA,5.22214980153636
smex.B.3mM,13.5199178633225,Bleached,NA,NA,3.16183712766662
smex.B.3mM,13.66508656173,Bleached,NA,NA,7.24157804088455
smex.B.3mM,13.6953803246994,Bleached,NA,NA,5.81279991765126
