"Taxa","Country","Latrine_Number","Depth","OTUs"
"Bacteroidia","T","4","6",49
"Betaproteobacteria","T","4","6",2048
"Caldilineae","T","4","6",2
"Chlamydiae","T","4","6",0
"Chloroflexi","T","4","6",0
"Chrysiogenetes","T","4","6",0
"Clostridia","T","4","6",1306
"Cyanobacteria","T","4","6",0
"Dehalococcoidetes","T","4","6",0
"Deinococci","T","4","6",15
"Deltaproteobacteria","T","4","6",24
"Epsilonproteobacteria","T","4","6",0
"Erysipelotrichi","T","4","6",25
"Fibrobacteria","T","4","6",0
"Flavobacteria","T","4","6",8
"Fusobacteria","T","4","6",0
"Gammaproteobacteria","T","4","6",39
"Gemmatimonadetes","T","4","6",2
"Holophagae","T","4","6",0
"Lentisphaeria","T","4","6",0
"Methanobacteria","T","4","6",0
"Methanomicrobia","T","4","6",0
"Mollicutes","T","4","6",1
"Nitrospira","T","4","6",0
"Opitutae","T","4","6",0
"Planctomycetacia","T","4","6",0
"Sphingobacteria","T","4","6",1
"Spirochaetes","T","4","6",2
"Subdivision3","T","4","6",1
"Synergistia","T","4","6",95
"Thermomicrobia","T","4","6",13
"Thermoplasmata","T","4","6",0
"Thermotogae","T","4","6",0
"Unknown","T","4","6",200
"Acidobacteria_Gp1","T","4","7",0
"Acidobacteria_Gp10","T","4","7",0
"Acidobacteria_Gp14","T","4","7",0
"Acidobacteria_Gp16","T","4","7",0
"Acidobacteria_Gp17","T","4","7",0
"Acidobacteria_Gp18","T","4","7",0
"Acidobacteria_Gp21","T","4","7",0
"Acidobacteria_Gp22","T","4","7",0
"Acidobacteria_Gp3","T","4","7",0
"Acidobacteria_Gp4","T","4","7",0
"Acidobacteria_Gp5","T","4","7",0
"Acidobacteria_Gp6","T","4","7",0
"Acidobacteria_Gp7","T","4","7",0
"Acidobacteria_Gp9","T","4","7",0
"Actinobacteria","T","4","7",57
"Alphaproteobacteria","T","4","7",4
"Anaerolineae","T","4","7",4
"Bacilli","T","4","7",8
"Bacteroidia","T","4","7",13
"Betaproteobacteria","T","4","7",2
"Caldilineae","T","4","7",0
"Chlamydiae","T","4","7",0
"Chloroflexi","T","4","7",0
"Chrysiogenetes","T","4","7",0
"Clostridia","T","4","7",198
"Cyanobacteria","T","4","7",0
"Dehalococcoidetes","T","4","7",0
"Deinococci","T","4","7",3
"Deltaproteobacteria","T","4","7",3
"Epsilonproteobacteria","T","4","7",0
"Erysipelotrichi","T","4","7",3
"Fibrobacteria","T","4","7",0
"Flavobacteria","T","4","7",0
"Fusobacteria","T","4","7",0
"Gammaproteobacteria","T","4","7",11
"Gemmatimonadetes","T","4","7",0
"Holophagae","T","4","7",0
"Lentisphaeria","T","4","7",0
"Methanobacteria","T","4","7",0
"Methanomicrobia","T","4","7",0
"Mollicutes","T","4","7",0
"Nitrospira","T","4","7",0
"Opitutae","T","4","7",0
"Planctomycetacia","T","4","7",0
"Sphingobacteria","T","4","7",2
"Spirochaetes","T","4","7",0
"Subdivision3","T","4","7",0
"Synergistia","T","4","7",22
"Thermomicrobia","T","4","7",1
"Thermoplasmata","T","4","7",0
"Thermotogae","T","4","7",0
"Unknown","T","4","7",44
"Acidobacteria_Gp1","T","5","2",0
"Acidobacteria_Gp10","T","5","2",0
"Acidobacteria_Gp14","T","5","2",0
"Acidobacteria_Gp16","T","5","2",0
"Acidobacteria_Gp17","T","5","2",0
"Acidobacteria_Gp18","T","5","2",0
"Acidobacteria_Gp21","T","5","2",0
"Acidobacteria_Gp22","T","5","2",0
"Acidobacteria_Gp3","T","5","2",0
"Acidobacteria_Gp4","T","5","2",0
"Acidobacteria_Gp5","T","5","2",0
"Acidobacteria_Gp6","T","5","2",0
"Acidobacteria_Gp7","T","5","2",0
"Acidobacteria_Gp9","T","5","2",0
"Actinobacteria","T","5","2",120
"Alphaproteobacteria","T","5","2",10
"Anaerolineae","T","5","2",11
"Bacilli","T","5","2",78
"Bacteroidia","T","5","2",964
"Betaproteobacteria","T","5","2",444
"Caldilineae","T","5","2",0
"Chlamydiae","T","5","2",0
"Chloroflexi","T","5","2",0
"Chrysiogenetes","T","5","2",0
"Clostridia","T","5","2",5985
"Cyanobacteria","T","5","2",0
"Dehalococcoidetes","T","5","2",0
"Deinococci","T","5","2",0
"Deltaproteobacteria","T","5","2",3
"Epsilonproteobacteria","T","5","2",0
"Erysipelotrichi","T","5","2",285
"Fibrobacteria","T","5","2",12
"Flavobacteria","T","5","2",2
"Fusobacteria","T","5","2",1
"Gammaproteobacteria","T","5","2",75
"Gemmatimonadetes","T","5","2",0
"Holophagae","T","5","2",0
"Lentisphaeria","T","5","2",0
"Methanobacteria","T","5","2",0
"Methanomicrobia","T","5","2",1
"Mollicutes","T","5","2",11
"Nitrospira","T","5","2",0
"Opitutae","T","5","2",0
"Planctomycetacia","T","5","2",1
"Sphingobacteria","T","5","2",1
"Spirochaetes","T","5","2",114
"Subdivision3","T","5","2",0
"Synergistia","T","5","2",218
"Thermomicrobia","T","5","2",1
"Thermoplasmata","T","5","2",1
"Thermotogae","T","5","2",0
"Unknown","T","5","2",1871
"Acidobacteria_Gp1","T","5","3",0
"Acidobacteria_Gp10","T","5","3",0
"Acidobacteria_Gp14","T","5","3",0
"Acidobacteria_Gp16","T","5","3",0
"Acidobacteria_Gp17","T","5","3",0
"Acidobacteria_Gp18","T","5","3",1
"Acidobacteria_Gp21","T","5","3",0
"Acidobacteria_Gp22","T","5","3",0
"Acidobacteria_Gp3","T","5","3",0
"Acidobacteria_Gp4","T","5","3",0
"Acidobacteria_Gp5","T","5","3",0
"Acidobacteria_Gp6","T","5","3",0
"Acidobacteria_Gp7","T","5","3",0
"Acidobacteria_Gp9","T","5","3",0
"Actinobacteria","T","5","3",139
"Alphaproteobacteria","T","5","3",10
"Anaerolineae","T","5","3",17
"Bacilli","T","5","3",100
"Bacteroidia","T","5","3",1377
"Betaproteobacteria","T","5","3",498
"Caldilineae","T","5","3",0
"Chlamydiae","T","5","3",0
"Chloroflexi","T","5","3",0
"Chrysiogenetes","T","5","3",0
"Clostridia","T","5","3",8981
"Cyanobacteria","T","5","3",0
"Dehalococcoidetes","T","5","3",0
"Deinococci","T","5","3",0
"Deltaproteobacteria","T","5","3",8
"Epsilonproteobacteria","T","5","3",0
"Erysipelotrichi","T","5","3",432
"Fibrobacteria","T","5","3",24
"Flavobacteria","T","5","3",7
"Fusobacteria","T","5","3",2
"Gammaproteobacteria","T","5","3",47
"Gemmatimonadetes","T","5","3",0
"Holophagae","T","5","3",0
"Lentisphaeria","T","5","3",0
"Methanobacteria","T","5","3",0
"Methanomicrobia","T","5","3",0
"Mollicutes","T","5","3",21
"Nitrospira","T","5","3",0
"Opitutae","T","5","3",0
"Planctomycetacia","T","5","3",0
"Sphingobacteria","T","5","3",3
"Spirochaetes","T","5","3",137
"Subdivision3","T","5","3",0
"Synergistia","T","5","3",324
"Thermomicrobia","T","5","3",1
"Thermoplasmata","T","5","3",0
"Thermotogae","T","5","3",0
"Unknown","T","5","3",3214
"Acidobacteria_Gp1","T","5","4",0
"Acidobacteria_Gp10","T","5","4",0
"Acidobacteria_Gp14","T","5","4",0
"Acidobacteria_Gp16","T","5","4",0
"Acidobacteria_Gp17","T","5","4",0
"Acidobacteria_Gp18","T","5","4",0
"Acidobacteria_Gp21","T","5","4",0
"Acidobacteria_Gp22","T","5","4",0
"Acidobacteria_Gp3","T","5","4",0
"Acidobacteria_Gp4","T","5","4",0
"Acidobacteria_Gp5","T","5","4",0
"Acidobacteria_Gp6","T","5","4",0
"Acidobacteria_Gp7","T","5","4",0
"Acidobacteria_Gp9","T","5","4",0
"Actinobacteria","T","5","4",20
"Alphaproteobacteria","T","5","4",0
"Anaerolineae","T","5","4",0
"Bacilli","T","5","4",6
"Bacteroidia","T","5","4",70
"Betaproteobacteria","T","5","4",11
"Caldilineae","T","5","4",0
"Chlamydiae","T","5","4",0
"Chloroflexi","T","5","4",0
"Chrysiogenetes","T","5","4",0
"Clostridia","T","5","4",763
"Cyanobacteria","T","5","4",0
"Dehalococcoidetes","T","5","4",0
"Deinococci","T","5","4",0
"Deltaproteobacteria","T","5","4",0
"Epsilonproteobacteria","T","5","4",0
"Erysipelotrichi","T","5","4",14
"Fibrobacteria","T","5","4",0
"Flavobacteria","T","5","4",0
"Fusobacteria","T","5","4",0
"Gammaproteobacteria","T","5","4",12
"Gemmatimonadetes","T","5","4",0
"Holophagae","T","5","4",0
"Lentisphaeria","T","5","4",0
"Methanobacteria","T","5","4",0
"Methanomicrobia","T","5","4",0
"Mollicutes","T","5","4",0
"Nitrospira","T","5","4",0
"Opitutae","T","5","4",0
"Planctomycetacia","T","5","4",0
"Sphingobacteria","T","5","4",0
"Spirochaetes","T","5","4",11
"Subdivision3","T","5","4",0
"Synergistia","T","5","4",20
"Thermomicrobia","T","5","4",1
"Thermoplasmata","T","5","4",0
"Thermotogae","T","5","4",0
"Unknown","T","5","4",131
"Acidobacteria_Gp1","T","5","5",0
"Acidobacteria_Gp10","T","5","5",0
"Acidobacteria_Gp14","T","5","5",0
"Acidobacteria_Gp16","T","5","5",0
"Acidobacteria_Gp17","T","5","5",0
"Acidobacteria_Gp18","T","5","5",0
"Acidobacteria_Gp21","T","5","5",0
"Acidobacteria_Gp22","T","5","5",0
"Acidobacteria_Gp3","T","5","5",0
"Acidobacteria_Gp4","T","5","5",0
"Acidobacteria_Gp5","T","5","5",0
"Acidobacteria_Gp6","T","5","5",0
"Acidobacteria_Gp7","T","5","5",0
"Acidobacteria_Gp9","T","5","5",0
"Actinobacteria","T","5","5",6
"Alphaproteobacteria","T","5","5",1
"Anaerolineae","T","5","5",0
"Bacilli","T","5","5",36
"Bacteroidia","T","5","5",41
"Betaproteobacteria","T","5","5",18
"Caldilineae","T","5","5",0
"Chlamydiae","T","5","5",0
"Chloroflexi","T","5","5",0
"Chrysiogenetes","T","5","5",0
"Clostridia","T","5","5",311
"Cyanobacteria","T","5","5",0
"Dehalococcoidetes","T","5","5",0
"Deinococci","T","5","5",0
"Deltaproteobacteria","T","5","5",0
"Epsilonproteobacteria","T","5","5",0
"Erysipelotrichi","T","5","5",5
"Fibrobacteria","T","5","5",0
"Flavobacteria","T","5","5",0
"Fusobacteria","T","5","5",0
"Gammaproteobacteria","T","5","5",2
"Gemmatimonadetes","T","5","5",0
"Holophagae","T","5","5",0
"Lentisphaeria","T","5","5",0
"Methanobacteria","T","5","5",0
"Methanomicrobia","T","5","5",0
"Mollicutes","T","5","5",0
"Nitrospira","T","5","5",0
"Opitutae","T","5","5",0
"Planctomycetacia","T","5","5",0
"Sphingobacteria","T","5","5",0
"Spirochaetes","T","5","5",4
"Subdivision3","T","5","5",0
"Synergistia","T","5","5",8
"Thermomicrobia","T","5","5",0
"Thermoplasmata","T","5","5",0
"Thermotogae","T","5","5",0
"Unknown","T","5","5",94
"Acidobacteria_Gp1","T","6","2",0
"Acidobacteria_Gp10","T","6","2",0
"Acidobacteria_Gp14","T","6","2",0
"Acidobacteria_Gp16","T","6","2",0
"Acidobacteria_Gp17","T","6","2",0
"Acidobacteria_Gp18","T","6","2",0
"Acidobacteria_Gp21","T","6","2",0
"Acidobacteria_Gp22","T","6","2",0
"Acidobacteria_Gp3","T","6","2",0
"Acidobacteria_Gp4","T","6","2",0
"Acidobacteria_Gp5","T","6","2",0
"Acidobacteria_Gp6","T","6","2",0
"Acidobacteria_Gp7","T","6","2",0
"Acidobacteria_Gp9","T","6","2",0
"Actinobacteria","T","6","2",2
"Alphaproteobacteria","T","6","2",1
"Anaerolineae","T","6","2",0
"Bacilli","T","6","2",1
"Bacteroidia","T","6","2",1
"Betaproteobacteria","T","6","2",0
"Caldilineae","T","6","2",0
"Chlamydiae","T","6","2",0
"Chloroflexi","T","6","2",0
"Chrysiogenetes","T","6","2",0
"Clostridia","T","6","2",106
"Cyanobacteria","T","6","2",0
"Dehalococcoidetes","T","6","2",0
"Deinococci","T","6","2",0
"Deltaproteobacteria","T","6","2",0
"Epsilonproteobacteria","T","6","2",0
"Erysipelotrichi","T","6","2",0
"Fibrobacteria","T","6","2",0
"Flavobacteria","T","6","2",1
"Fusobacteria","T","6","2",0
"Gammaproteobacteria","T","6","2",0
"Gemmatimonadetes","T","6","2",0
"Holophagae","T","6","2",0
"Lentisphaeria","T","6","2",0
"Methanobacteria","T","6","2",0
"Methanomicrobia","T","6","2",0
"Mollicutes","T","6","2",0
"Nitrospira","T","6","2",0
"Opitutae","T","6","2",0
"Planctomycetacia","T","6","2",0
"Sphingobacteria","T","6","2",0
"Spirochaetes","T","6","2",1
"Subdivision3","T","6","2",0
"Synergistia","T","6","2",1
"Thermomicrobia","T","6","2",0
"Thermoplasmata","T","6","2",0
"Thermotogae","T","6","2",0
"Unknown","T","6","2",13
"Acidobacteria_Gp1","T","6","5",0
"Acidobacteria_Gp10","T","6","5",0
"Acidobacteria_Gp14","T","6","5",0
"Acidobacteria_Gp16","T","6","5",0
"Acidobacteria_Gp17","T","6","5",0
"Acidobacteria_Gp18","T","6","5",0
"Acidobacteria_Gp21","T","6","5",0
"Acidobacteria_Gp22","T","6","5",0
"Acidobacteria_Gp3","T","6","5",0
"Acidobacteria_Gp4","T","6","5",0
"Acidobacteria_Gp5","T","6","5",0
"Acidobacteria_Gp6","T","6","5",0
"Acidobacteria_Gp7","T","6","5",0
"Acidobacteria_Gp9","T","6","5",0
"Actinobacteria","T","6","5",3
"Alphaproteobacteria","T","6","5",1
"Anaerolineae","T","6","5",2
"Bacilli","T","6","5",30
"Bacteroidia","T","6","5",3
"Betaproteobacteria","T","6","5",6
"Caldilineae","T","6","5",0
"Chlamydiae","T","6","5",0
"Chloroflexi","T","6","5",0
"Chrysiogenetes","T","6","5",0
"Clostridia","T","6","5",496
"Cyanobacteria","T","6","5",0
"Dehalococcoidetes","T","6","5",0
"Deinococci","T","6","5",1
"Deltaproteobacteria","T","6","5",2
"Epsilonproteobacteria","T","6","5",0
"Erysipelotrichi","T","6","5",7
"Fibrobacteria","T","6","5",0
"Flavobacteria","T","6","5",1
"Fusobacteria","T","6","5",0
"Gammaproteobacteria","T","6","5",0
"Gemmatimonadetes","T","6","5",0
"Holophagae","T","6","5",0
"Lentisphaeria","T","6","5",0
"Methanobacteria","T","6","5",0
"Methanomicrobia","T","6","5",0
"Mollicutes","T","6","5",1
"Nitrospira","T","6","5",0
"Opitutae","T","6","5",0
"Planctomycetacia","T","6","5",0
"Sphingobacteria","T","6","5",1
"Spirochaetes","T","6","5",2
"Subdivision3","T","6","5",0
"Synergistia","T","6","5",47
"Thermomicrobia","T","6","5",0
"Thermoplasmata","T","6","5",0
"Thermotogae","T","6","5",0
"Unknown","T","6","5",128
"Acidobacteria_Gp1","T","6","7",0
"Acidobacteria_Gp10","T","6","7",0
"Acidobacteria_Gp14","T","6","7",0
"Acidobacteria_Gp16","T","6","7",0
"Acidobacteria_Gp17","T","6","7",0
"Acidobacteria_Gp18","T","6","7",1
"Acidobacteria_Gp21","T","6","7",0
"Acidobacteria_Gp22","T","6","7",0
"Acidobacteria_Gp3","T","6","7",1
"Acidobacteria_Gp4","T","6","7",1
"Acidobacteria_Gp5","T","6","7",0
"Acidobacteria_Gp6","T","6","7",0
"Acidobacteria_Gp7","T","6","7",0
"Acidobacteria_Gp9","T","6","7",0
"Actinobacteria","T","6","7",160
"Alphaproteobacteria","T","6","7",21
"Anaerolineae","T","6","7",7
"Bacilli","T","6","7",13
"Bacteroidia","T","6","7",274
"Betaproteobacteria","T","6","7",99
"Caldilineae","T","6","7",2
"Chlamydiae","T","6","7",0
"Chloroflexi","T","6","7",0
"Chrysiogenetes","T","6","7",0
"Clostridia","T","6","7",3841
"Cyanobacteria","T","6","7",0
"Dehalococcoidetes","T","6","7",0
"Deinococci","T","6","7",24
"Deltaproteobacteria","T","6","7",6
"Epsilonproteobacteria","T","6","7",0
"Erysipelotrichi","T","6","7",97
"Fibrobacteria","T","6","7",2
"Flavobacteria","T","6","7",2
"Fusobacteria","T","6","7",0
"Gammaproteobacteria","T","6","7",27
"Gemmatimonadetes","T","6","7",0
"Holophagae","T","6","7",0
"Lentisphaeria","T","6","7",0
"Methanobacteria","T","6","7",0
"Methanomicrobia","T","6","7",1
"Mollicutes","T","6","7",2
"Nitrospira","T","6","7",0
"Opitutae","T","6","7",0
"Planctomycetacia","T","6","7",0
"Sphingobacteria","T","6","7",1
"Spirochaetes","T","6","7",32
"Subdivision3","T","6","7",0
"Synergistia","T","6","7",80
"Thermomicrobia","T","6","7",0
"Thermoplasmata","T","6","7",0
"Thermotogae","T","6","7",0
"Unknown","T","6","7",602
"Acidobacteria_Gp1","T","6","8",0
"Acidobacteria_Gp10","T","6","8",0
"Acidobacteria_Gp14","T","6","8",0
"Acidobacteria_Gp16","T","6","8",0
"Acidobacteria_Gp17","T","6","8",0
"Acidobacteria_Gp18","T","6","8",0
"Acidobacteria_Gp21","T","6","8",0
"Acidobacteria_Gp22","T","6","8",0
"Acidobacteria_Gp3","T","6","8",0
"Acidobacteria_Gp4","T","6","8",1
"Acidobacteria_Gp5","T","6","8",0
"Acidobacteria_Gp6","T","6","8",0
"Acidobacteria_Gp7","T","6","8",0
"Acidobacteria_Gp9","T","6","8",0
"Actinobacteria","T","6","8",193
"Alphaproteobacteria","T","6","8",108
"Anaerolineae","T","6","8",5
"Bacilli","T","6","8",32
"Bacteroidia","T","6","8",81
"Betaproteobacteria","T","6","8",3055
"Caldilineae","T","6","8",0
"Chlamydiae","T","6","8",0
"Chloroflexi","T","6","8",0
"Chrysiogenetes","T","6","8",1
"Clostridia","T","6","8",1264
"Cyanobacteria","T","6","8",0
"Dehalococcoidetes","T","6","8",0
"Deinococci","T","6","8",86
"Deltaproteobacteria","T","6","8",7
"Epsilonproteobacteria","T","6","8",0
"Erysipelotrichi","T","6","8",92
"Fibrobacteria","T","6","8",0
"Flavobacteria","T","6","8",1
"Fusobacteria","T","6","8",0
"Gammaproteobacteria","T","6","8",20
"Gemmatimonadetes","T","6","8",0
"Holophagae","T","6","8",0
"Lentisphaeria","T","6","8",0
"Methanobacteria","T","6","8",0
"Methanomicrobia","T","6","8",0
"Mollicutes","T","6","8",0
"Nitrospira","T","6","8",0
"Opitutae","T","6","8",0
"Planctomycetacia","T","6","8",1
"Sphingobacteria","T","6","8",5
"Spirochaetes","T","6","8",13
"Subdivision3","T","6","8",0
"Synergistia","T","6","8",37
"Thermomicrobia","T","6","8",6
"Thermoplasmata","T","6","8",0
"Thermotogae","T","6","8",0
"Unknown","T","6","8",560
"Acidobacteria_Gp1","T","9","1",0
"Acidobacteria_Gp10","T","9","1",0
"Acidobacteria_Gp14","T","9","1",0
"Acidobacteria_Gp16","T","9","1",0
"Acidobacteria_Gp17","T","9","1",0
"Acidobacteria_Gp18","T","9","1",0
"Acidobacteria_Gp21","T","9","1",0
"Acidobacteria_Gp22","T","9","1",0
"Acidobacteria_Gp3","T","9","1",0
"Acidobacteria_Gp4","T","9","1",0
"Acidobacteria_Gp5","T","9","1",0
"Acidobacteria_Gp6","T","9","1",0
"Acidobacteria_Gp7","T","9","1",0
"Acidobacteria_Gp9","T","9","1",0
"Actinobacteria","T","9","1",0
"Alphaproteobacteria","T","9","1",0
"Anaerolineae","T","9","1",0
"Bacilli","T","9","1",0
"Bacteroidia","T","9","1",0
"Betaproteobacteria","T","9","1",827
"Caldilineae","T","9","1",0
"Chlamydiae","T","9","1",0
"Chloroflexi","T","9","1",0
"Chrysiogenetes","T","9","1",0
"Clostridia","T","9","1",0
"Cyanobacteria","T","9","1",0
"Dehalococcoidetes","T","9","1",0
"Deinococci","T","9","1",0
"Deltaproteobacteria","T","9","1",0
"Epsilonproteobacteria","T","9","1",0
"Erysipelotrichi","T","9","1",0
"Fibrobacteria","T","9","1",0
"Flavobacteria","T","9","1",0
"Fusobacteria","T","9","1",0
"Gammaproteobacteria","T","9","1",9
"Gemmatimonadetes","T","9","1",0
"Holophagae","T","9","1",0
"Lentisphaeria","T","9","1",0
"Methanobacteria","T","9","1",0
"Methanomicrobia","T","9","1",0
"Mollicutes","T","9","1",0
"Nitrospira","T","9","1",0
"Opitutae","T","9","1",0
"Planctomycetacia","T","9","1",0
"Sphingobacteria","T","9","1",0
"Spirochaetes","T","9","1",0
"Subdivision3","T","9","1",0
"Synergistia","T","9","1",0
"Thermomicrobia","T","9","1",0
"Thermoplasmata","T","9","1",0
"Thermotogae","T","9","1",0
"Unknown","T","9","1",0
"Acidobacteria_Gp1","T","9","2",0
"Acidobacteria_Gp10","T","9","2",0
"Acidobacteria_Gp14","T","9","2",0
"Acidobacteria_Gp16","T","9","2",0
"Acidobacteria_Gp17","T","9","2",0
"Acidobacteria_Gp18","T","9","2",0
"Acidobacteria_Gp21","T","9","2",0
"Acidobacteria_Gp22","T","9","2",0
"Acidobacteria_Gp3","T","9","2",0
"Acidobacteria_Gp4","T","9","2",0
"Acidobacteria_Gp5","T","9","2",0
"Acidobacteria_Gp6","T","9","2",0
"Acidobacteria_Gp7","T","9","2",0
"Acidobacteria_Gp9","T","9","2",0
"Actinobacteria","T","9","2",2
"Alphaproteobacteria","T","9","2",4
"Anaerolineae","T","9","2",0
"Bacilli","T","9","2",50
"Bacteroidia","T","9","2",317
"Betaproteobacteria","T","9","2",6
"Caldilineae","T","9","2",0
"Chlamydiae","T","9","2",0
"Chloroflexi","T","9","2",0
"Chrysiogenetes","T","9","2",0
"Clostridia","T","9","2",740
"Cyanobacteria","T","9","2",0
"Dehalococcoidetes","T","9","2",0
"Deinococci","T","9","2",1
"Deltaproteobacteria","T","9","2",1
"Epsilonproteobacteria","T","9","2",0
"Erysipelotrichi","T","9","2",19
"Fibrobacteria","T","9","2",5
"Flavobacteria","T","9","2",2
"Fusobacteria","T","9","2",0
"Gammaproteobacteria","T","9","2",24
"Gemmatimonadetes","T","9","2",0
"Holophagae","T","9","2",0
"Lentisphaeria","T","9","2",0
"Methanobacteria","T","9","2",0
"Methanomicrobia","T","9","2",0
"Mollicutes","T","9","2",58
"Nitrospira","T","9","2",0
"Opitutae","T","9","2",0
"Planctomycetacia","T","9","2",0
"Sphingobacteria","T","9","2",0
"Spirochaetes","T","9","2",21
"Subdivision3","T","9","2",0
"Synergistia","T","9","2",7
"Thermomicrobia","T","9","2",0
"Thermoplasmata","T","9","2",0
"Thermotogae","T","9","2",0
"Unknown","T","9","2",10624
"Acidobacteria_Gp1","T","9","3",0
"Acidobacteria_Gp10","T","9","3",0
"Acidobacteria_Gp14","T","9","3",0
"Acidobacteria_Gp16","T","9","3",0
"Acidobacteria_Gp17","T","9","3",0
"Acidobacteria_Gp18","T","9","3",0
"Acidobacteria_Gp21","T","9","3",0
"Acidobacteria_Gp22","T","9","3",0
"Acidobacteria_Gp3","T","9","3",0
"Acidobacteria_Gp4","T","9","3",0
"Acidobacteria_Gp5","T","9","3",0
"Acidobacteria_Gp6","T","9","3",0
"Acidobacteria_Gp7","T","9","3",0
"Acidobacteria_Gp9","T","9","3",0
"Actinobacteria","T","9","3",2
"Alphaproteobacteria","T","9","3",13
"Anaerolineae","T","9","3",0
"Bacilli","T","9","3",58
"Bacteroidia","T","9","3",26
"Betaproteobacteria","T","9","3",1763
"Caldilineae","T","9","3",0
"Chlamydiae","T","9","3",0
"Chloroflexi","T","9","3",0
"Chrysiogenetes","T","9","3",0
"Clostridia","T","9","3",33
"Cyanobacteria","T","9","3",0
"Dehalococcoidetes","T","9","3",0
"Deinococci","T","9","3",0
"Deltaproteobacteria","T","9","3",0
"Epsilonproteobacteria","T","9","3",0
"Erysipelotrichi","T","9","3",0
"Fibrobacteria","T","9","3",0
"Flavobacteria","T","9","3",1
"Fusobacteria","T","9","3",0
"Gammaproteobacteria","T","9","3",20
"Gemmatimonadetes","T","9","3",0
"Holophagae","T","9","3",0
"Lentisphaeria","T","9","3",0
"Methanobacteria","T","9","3",0
"Methanomicrobia","T","9","3",0
"Mollicutes","T","9","3",1
"Nitrospira","T","9","3",0
"Opitutae","T","9","3",0
"Planctomycetacia","T","9","3",0
"Sphingobacteria","T","9","3",1
"Spirochaetes","T","9","3",2
"Subdivision3","T","9","3",0
"Synergistia","T","9","3",3
"Thermomicrobia","T","9","3",0
"Thermoplasmata","T","9","3",0
"Thermotogae","T","9","3",0
"Unknown","T","9","3",75
"Acidobacteria_Gp1","T","9","4",0
"Acidobacteria_Gp10","T","9","4",0
"Acidobacteria_Gp14","T","9","4",0
"Acidobacteria_Gp16","T","9","4",0
"Acidobacteria_Gp17","T","9","4",0
"Acidobacteria_Gp18","T","9","4",0
"Acidobacteria_Gp21","T","9","4",0
"Acidobacteria_Gp22","T","9","4",0
"Acidobacteria_Gp3","T","9","4",0
"Acidobacteria_Gp4","T","9","4",0
"Acidobacteria_Gp5","T","9","4",0
"Acidobacteria_Gp6","T","9","4",0
"Acidobacteria_Gp7","T","9","4",0
"Acidobacteria_Gp9","T","9","4",0
"Actinobacteria","T","9","4",6
"Alphaproteobacteria","T","9","4",11
"Anaerolineae","T","9","4",0
"Bacilli","T","9","4",10
"Bacteroidia","T","9","4",830
"Betaproteobacteria","T","9","4",5
"Caldilineae","T","9","4",0
"Chlamydiae","T","9","4",0
"Chloroflexi","T","9","4",0
"Chrysiogenetes","T","9","4",0
"Clostridia","T","9","4",1085
"Cyanobacteria","T","9","4",0
"Dehalococcoidetes","T","9","4",0
"Deinococci","T","9","4",1
"Deltaproteobacteria","T","9","4",1
"Epsilonproteobacteria","T","9","4",4
"Erysipelotrichi","T","9","4",23
"Fibrobacteria","T","9","4",7
"Flavobacteria","T","9","4",3
"Fusobacteria","T","9","4",2
"Gammaproteobacteria","T","9","4",353
"Gemmatimonadetes","T","9","4",0
"Holophagae","T","9","4",0
"Lentisphaeria","T","9","4",0
"Methanobacteria","T","9","4",0
"Methanomicrobia","T","9","4",0
"Mollicutes","T","9","4",55
"Nitrospira","T","9","4",0
"Opitutae","T","9","4",0
"Planctomycetacia","T","9","4",0
"Sphingobacteria","T","9","4",0
"Spirochaetes","T","9","4",44
"Subdivision3","T","9","4",0
"Synergistia","T","9","4",16
"Thermomicrobia","T","9","4",0
"Thermoplasmata","T","9","4",0
"Thermotogae","T","9","4",0
"Unknown","T","9","4",2808
"Acidobacteria_Gp1","T","9","5",0
"Acidobacteria_Gp10","T","9","5",0
"Acidobacteria_Gp14","T","9","5",0
"Acidobacteria_Gp16","T","9","5",0
"Acidobacteria_Gp17","T","9","5",0
"Acidobacteria_Gp18","T","9","5",0
"Acidobacteria_Gp21","T","9","5",0
"Acidobacteria_Gp22","T","9","5",0
"Acidobacteria_Gp3","T","9","5",0
"Acidobacteria_Gp4","T","9","5",0
"Acidobacteria_Gp5","T","9","5",0
"Acidobacteria_Gp6","T","9","5",0
"Acidobacteria_Gp7","T","9","5",0
"Acidobacteria_Gp9","T","9","5",0
"Actinobacteria","T","9","5",4
"Alphaproteobacteria","T","9","5",3
"Anaerolineae","T","9","5",0
"Bacilli","T","9","5",56
"Bacteroidia","T","9","5",504
"Betaproteobacteria","T","9","5",144
"Caldilineae","T","9","5",0
"Chlamydiae","T","9","5",0
"Chloroflexi","T","9","5",0
"Chrysiogenetes","T","9","5",0
"Clostridia","T","9","5",1064
"Cyanobacteria","T","9","5",35
"Dehalococcoidetes","T","9","5",1
"Deinococci","T","9","5",2
"Deltaproteobacteria","T","9","5",1
"Epsilonproteobacteria","T","9","5",0
"Erysipelotrichi","T","9","5",28
"Fibrobacteria","T","9","5",2
"Flavobacteria","T","9","5",5
"Fusobacteria","T","9","5",0
"Gammaproteobacteria","T","9","5",26
"Gemmatimonadetes","T","9","5",0
"Holophagae","T","9","5",0
"Lentisphaeria","T","9","5",0
"Methanobacteria","T","9","5",0
"Methanomicrobia","T","9","5",0
"Mollicutes","T","9","5",16
